Date,Language,Count
2017-05-20,German,1
2017-05-16,English,1
2017-05-09,German,1
2017-05-03,French,1
2017-04-30,Spanish,1
2017-04-29,Portuguese,1
2017-04-20,English,1
2017-04-15,English,1
2017-04-03,English,1
2017-03-31,Italian,1
2017-03-18,Spanish,1
2017-03-16,English,1
2017-02-26,English,1
2017-02-20,English,1
2017-02-13,Russian,1
2017-02-03,Spanish,1
2017-01-27,English,1
2017-01-20,Spanish,2
2017-01-15,Russian,1
2017-01-12,German,1
2017-01-08,French,1
2017-01-03,Italian,1
2016-12-30,Spanish,1
2016-12-24,Serbian,1
2016-12-21,English,1
2016-12-14,German,1
2016-12-10,English,1
2016-12-09,English,1
2016-12-08,Dutch,1
2016-12-04,English,1
2016-12-03,English,1
2016-12-01,English,1
2016-11-24,German,1
2016-11-20,English,1
2016-11-19,Polish,1
2016-11-15,English,1
2016-11-11,English,1
2016-11-09,German,1
2016-11-08,English,1
2016-11-07,Spanish,1
2016-11-07,English,1
2016-11-04,English,1
2016-11-03,German,1
2016-11-03,French,1
2016-11-02,English,1
2016-11-01,English,1
2016-10-31,Dutch,1
2016-10-27,English,1
2016-10-25,Italian,1
2016-10-20,English,1
2016-10-13,Spanish,1
2016-09-11,German,1
2016-08-31,German,1
2016-08-30,English,1
2016-08-22,German,1
2016-08-13,Vietnamese,1
2016-07-20,Spanish,1
2016-07-07,English,1
2016-07-01,English,1
2016-06-29,Arabic,1
2016-06-22,English,1
2016-06-19,French,1
2016-06-19,English,1
2016-06-09,English,1
2016-05-24,English,1
2016-05-11,English,1
2016-05-08,English,1
2016-04-18,English,1
2016-04-10,Arabic,1
2016-04-08,Czech,1
2016-04-07,Spanish,1
2016-04-04,Arabic,1
2016-04-01,English,1
2016-03-27,English,1
2016-03-25,English,1
2016-03-23,English,1
2016-03-18,Spanish,1
2016-03-03,English,1
2016-02-21,German,1
2016-02-19,English,1
2016-02-16,English,1
2016-02-12,English,1
2016-02-10,English,1
2016-02-09,Russian,1
2016-02-08,Spanish,1
2016-02-01,Spanish,1
2016-01-31,English,1
2016-01-24,English,1
2016-01-22,English,1
2016-01-21,English,1
2016-01-20,English,2
2016-01-17,English,1
2016-01-16,English,1
2016-01-14,German,1
2016-01-10,Spanish,1
2015-12-30,English,1
2015-12-24,Portuguese,1
2015-12-18,English,1
2015-12-13,English,1
2015-12-11,English,2
2015-12-09,German,1
2015-12-09,English,1
2015-11-25,Korean,1
2015-11-22,English,1
2015-11-21,English,1
2015-11-16,English,1
2015-11-09,Vietnamese,1
2015-10-29,Spanish,1
2015-10-07,Spanish,1
2015-10-06,English,1
2015-10-05,French,1
2015-10-03,Arabic,1
2015-10-03,English,1
2015-09-26,Arabic,1
2015-09-25,English,1
2015-09-24,English,1
2015-09-23,Portuguese,1
2015-09-19,Portuguese,1
2015-09-16,Spanish,1
2015-09-13,Spanish,1
2015-09-07,English,1
2015-09-04,English,1
2015-08-28,Italian,1
2015-08-27,English,1
2015-08-17,English,1
2015-08-12,Chinese (Traditional),1
2015-08-12,English,1
2015-08-11,French,1
2015-07-24,Polish,1
2015-07-23,English,1
2015-07-19,English,1
2015-07-14,English,1
2015-07-12,Spanish,1
2015-07-09,Spanish,1
2015-07-08,Spanish,1
2015-07-03,Spanish,1
2015-07-02,Italian,1
2015-06-30,English,1
2015-06-25,English,1
2015-06-24,Spanish,1
2015-06-18,German,1
2015-06-17,Spanish,1
2015-06-07,Spanish,1
2015-06-04,Spanish,1
2015-06-03,Spanish,1
2015-06-02,Russian,1
2015-06-01,Spanish,1
2015-06-01,English,1
2015-05-22,Spanish,1
2015-05-18,English,1
2015-05-17,English,1
2015-05-11,English,1
2015-05-09,Spanish,1
2015-05-08,Spanish,1
2015-05-08,English,1
2015-05-07,English,1
2015-05-06,Spanish,1
2015-05-06,Dutch,1
2015-05-03,Russian,1
2015-04-28,English,1
2015-04-25,English,1
2015-04-18,Spanish,1
2015-04-17,Spanish,1
2015-04-17,Arabic,1
2015-04-15,English,1
2015-04-14,Spanish,2
2015-04-14,English,1
2015-04-12,Spanish,8
2015-04-12,English,1
2015-04-09,English,1
2015-04-08,English,1
2015-04-06,Spanish,1
2015-04-04,English,1
2015-03-29,English,1
2015-03-28,Arabic,1
2015-03-22,English,1
2015-03-21,English,1
2015-03-19,English,2
2015-03-14,English,1
2015-03-11,English,1
2015-03-10,English,1
2015-03-09,English,1
2015-03-07,English,1
2015-03-01,Russian,1
2015-02-20,English,1
2015-02-19,German,1
2015-02-18,English,2
2015-02-17,English,1
2015-02-16,German,1
2015-02-16,English,1
2015-02-13,Polish,1
2015-02-13,French,1
2015-02-02,English,1
2015-02-01,French,1
2015-01-29,German,1
2015-01-29,English,1
2015-01-25,French,1
2015-01-22,English,1
2015-01-20,Polish,1
2015-01-19,Arabic,1
2015-01-19,English,1
2015-01-17,Polish,1
2015-01-16,Polish,2
2015-01-11,English,1
2015-01-10,English,1
2015-01-08,English,1
2015-01-07,English,1
2015-01-04,French,1
2015-01-02,French,1
2014-12-28,English,2
2014-12-25,Portuguese,1
2014-12-21,English,1
2014-12-20,German,1
2014-12-20,English,2
2014-12-19,Russian,1
2014-12-19,German,1
2014-12-19,English,1
2014-12-18,Russian,1
2014-12-18,English,1
2014-12-17,English,1
2014-12-12,Russian,1
2014-12-07,English,1
2014-12-02,Russian,1
2014-11-28,English,2
2014-11-27,English,1
2014-11-26,Polish,1
2014-11-26,English,1
2014-11-25,English,2
2014-11-24,English,5
2014-11-23,Chinese (Simplified),1
2014-11-23,English,4
2014-11-22,Arabic,1
2014-11-22,English,3
2014-11-21,English,2
2014-11-18,German,1
2014-11-18,Chinese (Simplified),1
2014-11-18,English,2
2014-11-16,English,1
2014-11-14,Portuguese,1
2014-11-14,English,2
2014-11-12,English,1
2014-11-10,Polish,1
2014-11-07,Russian,1
2014-11-06,Russian,1
2014-11-06,English,1
2014-11-02,English,1
2014-11-01,Spanish,1
2014-11-01,English,1
2014-10-31,Swedish,1
2014-10-29,Portuguese,1
2014-10-29,English,2
2014-10-28,Japanese,1
2014-10-28,English,1
2014-10-27,English,2
2014-10-24,French,1
2014-10-23,Portuguese,1
2014-10-23,Arabic,1
2014-10-19,English,1
2014-10-17,Portuguese,1
2014-10-17,Italian,1
2014-10-17,French,1
2014-10-16,Czech,1
2014-10-15,English,1
2014-10-14,Portuguese,1
2014-10-13,English,1
2014-10-12,Russian,1
2014-10-12,English,3
2014-10-11,English,1
2014-10-07,English,1
2014-10-03,German,1
2014-10-03,English,2
2014-10-02,Russian,1
2014-09-30,English,1
2014-09-28,German,1
2014-09-28,French,1
2014-09-28,English,1
2014-09-27,Dutch,1
2014-09-27,English,5
2014-09-26,Russian,1
2014-09-26,German,1
2014-09-26,English,4
2014-09-25,English,3
2014-09-23,German,2
2014-09-22,English,1
2014-09-21,English,1
2014-09-19,Italian,1
2014-09-18,English,1
2014-09-16,English,1
2014-09-15,Spanish,2
2014-09-15,German,1
2014-09-15,English,5
2014-09-14,German,1
2014-09-14,English,2
2014-09-07,Italian,1
2014-09-07,English,2
2014-09-06,French,1
2014-09-06,English,1
2014-09-05,English,2
2014-09-04,English,1
2014-09-03,Spanish,1
2014-09-03,English,1
2014-09-02,English,3
2014-09-01,German,1
2014-09-01,Danish,1
2014-09-01,English,2
2014-08-31,English,4
2014-08-30,Korean,1
2014-08-30,English,5
2014-08-29,English,1
2014-08-28,Spanish,1
2014-08-26,German,1
2014-08-26,English,1
2014-08-25,Polish,1
2014-08-25,English,1
2014-08-24,English,1
2014-08-23,English,1
2014-08-22,German,1
2014-08-22,English,1
2014-08-21,English,1
2014-08-19,German,1
2014-08-19,English,1
2014-08-18,German,2
2014-08-18,English,2
2014-08-17,English,1
2014-08-16,English,1
2014-08-15,English,1
2014-08-14,English,3
2014-08-13,English,1
2014-08-12,English,1
2014-08-11,French,1
2014-08-10,English,1
2014-08-06,Italian,1
2014-08-04,English,1
2014-08-03,Danish,1
2014-08-03,English,1
2014-08-01,German,1
2014-07-30,Russian,1
2014-07-30,Italian,1
2014-07-29,Italian,1
2014-07-29,English,5
2014-07-27,English,1
2014-07-21,English,1
2014-07-17,English,1
2014-07-05,English,1
2014-07-03,Portuguese,1
2014-06-30,English,1
2014-06-24,English,1
2014-06-21,French,1
2014-06-20,English,2
2014-06-18,Portuguese,1
2014-06-18,Chinese (Simplified),1
2014-06-18,English,2
2014-06-16,English,1
2014-06-15,English,1
2014-06-14,Portuguese,1
2014-06-14,Arabic,1
2014-06-14,English,4
2014-06-13,Portuguese,1
2014-06-13,English,1
2014-06-12,Portuguese,1
2014-06-12,English,2
2014-06-11,Italian,1
2014-06-11,English,2
2014-06-10,Italian,1
2014-06-10,English,3
2014-06-09,English,6
2014-06-08,Polish,1
2014-06-07,English,8
2014-06-02,English,1
2014-05-29,English,1
2014-05-18,English,1
2014-05-17,English,1
