Date,Language,Count
2017-02-09,Polish,1
2017-02-09,German,2
2017-02-08,German,1
2017-02-08,French,1
2017-02-06,Portuguese,1
2017-02-06,English,2
2017-02-05,Ukrainian,1
2017-02-05,Spanish,1
2017-02-05,Polish,1
2017-02-05,German,1
2017-02-05,Italian,1
2017-02-05,French,2
2017-02-04,Italian,1
2017-02-04,French,1
2017-02-03,Dutch,1
2017-02-02,Portuguese,1
2017-02-02,Italian,1
2017-02-01,English,2
2017-01-31,Finnish,1
2017-01-31,Italian,1
2017-01-31,French,1
2017-01-30,Thai,1
2017-01-30,Russian,1
2017-01-30,German,1
2017-01-30,French,1
2017-01-30,Dutch,1
2017-01-30,English,1
2017-01-29,French,1
2017-01-28,French,1
2017-01-27,Spanish,1
2017-01-27,German,1
2017-01-27,French,1
2017-01-27,English,1
2017-01-25,Spanish,1
2017-01-25,German,1
2017-01-25,French,1
2017-01-23,Spanish,1
2017-01-23,English,1
2017-01-22,English,1
2017-01-21,Italian,1
2017-01-20,Polish,1
2017-01-20,Italian,1
2017-01-20,French,1
2017-01-20,English,2
2017-01-19,Italian,1
2017-01-19,English,1
2017-01-18,Russian,1
2017-01-18,Portuguese,1
2017-01-18,English,3
2017-01-17,Russian,1
2017-01-17,Italian,1
2017-01-17,French,1
2017-01-17,English,2
2017-01-15,Hungarian,1
2017-01-15,German,1
2017-01-15,Italian,1
2017-01-14,Polish,1
2017-01-14,English,1
2017-01-13,German,1
2017-01-12,German,1
2017-01-11,English,2
2017-01-10,Spanish,1
2017-01-10,Norwegian,1
2017-01-09,Italian,1
2017-01-09,English,2
2017-01-08,Russian,1
2017-01-08,French,1
2017-01-07,Russian,1
2017-01-07,German,1
2017-01-07,English,1
2017-01-06,English,1
2017-01-05,Portuguese,1
2017-01-05,French,1
2017-01-05,English,1
2017-01-04,English,1
2017-01-03,Portuguese,1
2017-01-02,Portuguese,1
2017-01-02,Catalan,1
2017-01-02,Italian,1
2017-01-02,English,1
2017-01-01,Spanish,1
2017-01-01,Portuguese,1
2016-12-31,German,1
2016-12-31,Greek,1
2016-12-31,English,1
2016-12-30,Russian,1
2016-12-30,French,1
2016-12-30,English,1
2016-12-29,Spanish,1
2016-12-29,Polish,1
2016-12-29,Chinese (Traditional),1
2016-12-28,German,2
2016-12-28,Italian,1
2016-12-27,Spanish,2
2016-12-27,English,1
2016-12-26,Czech,1
2016-12-26,English,1
2016-12-25,Russian,1
2016-12-25,French,1
2016-12-25,Japanese,1
2016-12-25,English,1
2016-12-24,Dutch,1
2016-12-23,Indonesian,1
2016-12-23,English,2
2016-12-22,Spanish,3
2016-12-21,Turkish,1
2016-12-20,Serbian,1
2016-12-19,Spanish,1
2016-12-18,Russian,1
2016-12-18,German,1
2016-12-18,Finnish,1
2016-12-17,Spanish,1
2016-12-17,Hungarian,1
2016-12-16,Italian,1
2016-12-15,German,1
2016-12-15,English,2
2016-12-14,French,1
2016-12-13,Spanish,1
2016-12-13,Finnish,1
2016-12-12,English,1
2016-12-11,Spanish,1
2016-12-11,Polish,1
2016-12-11,Lithuanian,1
2016-12-11,Estonian,1
2016-12-11,English,2
2016-12-10,Russian,1
2016-12-09,German,1
2016-12-09,French,1
2016-12-09,English,3
2016-12-08,French,1
2016-12-08,English,1
2016-12-07,Portuguese,1
2016-12-07,German,1
2016-12-07,French,1
2016-12-06,Spanish,2
2016-12-06,German,1
2016-12-05,English,1
2016-12-04,Spanish,1
2016-12-02,Portuguese,1
2016-12-02,English,1
2016-12-01,Polish,1
2016-12-01,German,1
2016-12-01,Italian,1
2016-12-01,English,1
2016-11-30,English,1
2016-11-28,English,2
2016-11-27,Spanish,2
2016-11-27,Portuguese,1
2016-11-27,Dutch,1
2016-11-26,English,1
2016-11-25,Italian,1
2016-11-25,English,1
2016-11-24,Spanish,1
2016-11-23,Indonesian,1
2016-11-23,French,1
2016-11-23,English,2
2016-11-22,Portuguese,2
2016-11-22,Italian,2
2016-11-22,English,2
2016-11-21,Spanish,2
2016-11-20,Russian,1
2016-11-20,Portuguese,1
2016-11-20,Italian,1
2016-11-20,French,1
2016-11-19,Russian,1
2016-11-19,German,1
2016-11-19,Italian,1
2016-11-18,Italian,1
2016-11-18,English,2
2016-11-17,Indonesian,1
2016-11-17,German,1
2016-11-17,French,1
2016-11-16,Spanish,1
2016-11-16,English,2
2016-11-15,Polish,1
2016-11-14,Russian,1
2016-11-14,Indonesian,2
2016-11-14,Italian,3
2016-11-13,Italian,1
2016-11-13,French,1
2016-11-13,English,1
2016-11-12,Spanish,3
2016-11-12,Italian,1
2016-11-12,English,1
2016-11-11,Russian,1
2016-11-11,German,1
2016-11-11,Chinese (Simplified),1
2016-11-10,Dutch,1
2016-11-10,English,1
2016-11-09,Greek,1
2016-11-08,Italian,2
2016-11-07,Spanish,1
2016-11-07,Italian,1
2016-11-07,English,1
2016-11-06,English,1
2016-11-05,Spanish,1
2016-11-05,English,1
2016-11-04,English,1
2016-11-03,Spanish,2
2016-11-02,Portuguese,1
2016-11-02,Croatian,1
2016-11-02,French,1
2016-11-01,Portuguese,1
2016-11-01,Dutch,1
2016-10-31,Italian,1
2016-10-30,English,1
2016-10-29,English,3
2016-10-28,English,1
2016-10-26,Portuguese,1
2016-10-26,German,1
2016-10-26,English,1
2016-10-25,Portuguese,2
2016-10-25,German,1
2016-10-25,Catalan,1
2016-10-24,French,1
2016-10-23,German,1
2016-10-22,Portuguese,1
2016-10-22,French,1
2016-10-21,Spanish,1
2016-10-21,Russian,1
2016-10-21,Portuguese,1
2016-10-21,German,1
2016-10-21,French,1
2016-10-21,English,1
2016-10-20,Swedish,1
2016-10-20,German,1
2016-10-19,Spanish,1
2016-10-19,French,3
2016-10-19,English,2
2016-10-18,Slovak,1
2016-10-18,French,1
2016-10-18,English,2
2016-10-17,Swedish,1
2016-10-17,Polish,1
2016-10-17,Hungarian,1
2016-10-17,English,1
2016-10-16,Portuguese,1
2016-10-16,Italian,1
2016-10-16,French,1
2016-10-14,Russian,1
2016-10-14,French,1
2016-10-14,English,1
2016-10-13,Portuguese,1
2016-10-13,French,2
2016-10-13,English,2
2016-10-12,Swedish,1
2016-10-12,German,2
2016-10-11,English,4
2016-10-10,Spanish,1
2016-10-10,English,1
2016-10-09,Italian,1
2016-10-09,English,1
2016-10-08,Spanish,1
2016-10-08,Portuguese,1
2016-10-07,Finnish,1
2016-10-07,English,1
2016-10-06,English,1
2016-10-05,English,1
2016-10-04,Portuguese,1
2016-10-04,French,1
2016-10-04,English,1
2016-10-03,English,1
2016-10-02,Spanish,1
2016-10-02,Russian,1
2016-10-02,Portuguese,1
2016-10-02,French,1
2016-10-01,Turkish,1
2016-10-01,Spanish,1
2016-10-01,Polish,1
2016-10-01,Italian,1
2016-09-30,Russian,1
2016-09-30,English,1
2016-09-29,Spanish,1
2016-09-29,Russian,1
2016-09-29,Polish,1
2016-09-29,German,1
2016-09-28,Spanish,1
2016-09-27,Spanish,1
2016-09-27,Portuguese,1
2016-09-27,English,2
2016-09-26,Russian,1
2016-09-26,English,1
2016-09-25,Arabic,1
2016-09-25,Italian,1
2016-09-25,English,1
2016-09-24,Portuguese,1
2016-09-24,Polish,1
2016-09-24,English,3
2016-09-23,English,2
2016-09-22,Ukrainian,1
2016-09-22,German,1
2016-09-22,Italian,1
2016-09-22,Japanese,1
2016-09-21,Indonesian,1
2016-09-21,Croatian,1
2016-09-21,French,1
2016-09-21,English,2
2016-09-20,Russian,2
2016-09-20,Bulgarian,1
2016-09-20,Italian,1
2016-09-19,Russian,1
2016-09-19,English,1
2016-09-18,Japanese,1
2016-09-18,English,1
2016-09-17,Spanish,2
2016-09-17,Portuguese,1
2016-09-17,German,2
2016-09-17,English,1
2016-09-16,Portuguese,1
2016-09-16,German,1
2016-09-16,French,1
2016-09-16,English,5
2016-09-15,Polish,1
2016-09-15,German,1
2016-09-15,Italian,1
2016-09-15,English,1
2016-09-14,Spanish,1
2016-09-14,Polish,1
2016-09-14,Arabic,1
2016-09-14,Italian,1
2016-09-13,Italian,1
2016-09-13,Japanese,1
2016-09-12,German,1
2016-09-12,Greek,1
2016-09-11,Portuguese,2
2016-09-11,English,1
2016-09-10,Italian,1
2016-09-10,English,1
2016-09-09,German,1
2016-09-09,Italian,1
2016-09-09,English,1
2016-09-08,Spanish,1
2016-09-08,German,1
2016-09-08,English,1
2016-09-07,Spanish,1
2016-09-07,Portuguese,1
2016-09-07,German,1
2016-09-06,Italian,1
2016-09-05,Russian,1
2016-09-05,Norwegian,1
2016-09-05,English,1
2016-09-04,Portuguese,1
2016-09-04,English,1
2016-09-03,German,1
2016-09-03,English,1
2016-09-02,Spanish,1
2016-09-02,English,1
2016-09-01,Portuguese,1
2016-09-01,German,1
2016-09-01,Italian,1
2016-08-31,Polish,2
2016-08-31,Dutch,1
2016-08-29,Swedish,1
2016-08-29,Russian,1
2016-08-29,Italian,1
2016-08-27,Spanish,1
2016-08-27,English,1
2016-08-26,Spanish,2
2016-08-26,English,1
2016-08-25,Dutch,1
2016-08-25,English,2
2016-08-24,Spanish,1
2016-08-24,German,1
2016-08-24,Korean,1
2016-08-24,English,1
2016-08-23,Spanish,2
2016-08-23,English,1
2016-08-22,Spanish,1
2016-08-22,German,1
2016-08-22,Italian,1
2016-08-22,French,1
2016-08-22,Dutch,1
2016-08-21,Italian,1
2016-08-21,Greek,1
2016-08-20,Spanish,1
2016-08-19,English,1
2016-08-18,English,1
2016-08-17,English,1
2016-08-16,Portuguese,1
2016-08-16,English,1
2016-08-15,English,1
2016-08-13,English,1
2016-08-12,Spanish,1
2016-08-12,German,1
2016-08-12,English,1
2016-08-11,Russian,1
2016-08-11,French,1
2016-08-11,English,2
2016-08-10,Russian,1
2016-08-10,German,1
2016-08-10,Italian,1
2016-08-10,English,2
2016-08-09,Portuguese,1
2016-08-09,Italian,1
2016-08-09,English,1
2016-08-08,Turkish,1
2016-08-08,French,1
2016-08-07,English,1
2016-08-05,Dutch,1
2016-08-05,English,1
2016-08-04,Dutch,1
2016-08-04,English,1
2016-08-03,English,1
2016-08-02,Spanish,1
2016-08-02,French,1
2016-08-02,English,2
2016-08-01,English,1
2016-07-31,English,4
2016-07-29,Romanian,1
2016-07-29,Portuguese,1
2016-07-29,Indonesian,1
2016-07-29,English,2
2016-07-28,English,1
2016-07-27,Greek,1
2016-07-27,Dutch,1
2016-07-27,English,2
2016-07-26,German,1
2016-07-26,English,1
2016-07-25,German,1
2016-07-25,Italian,1
2016-07-23,English,1
2016-07-22,Italian,1
2016-07-22,English,1
2016-07-21,Spanish,1
2016-07-21,Portuguese,1
2016-07-21,Polish,1
2016-07-21,German,1
2016-07-21,Italian,1
2016-07-21,English,1
2016-07-20,Portuguese,1
2016-07-19,Spanish,1
2016-07-19,French,1
2016-07-19,English,2
2016-07-18,Russian,1
2016-07-17,Russian,1
2016-07-17,English,1
2016-07-16,Spanish,1
2016-07-15,Spanish,2
2016-07-14,English,1
2016-07-12,German,1
2016-07-11,Turkish,1
2016-07-11,Portuguese,1
2016-07-11,Italian,1
2016-07-11,English,2
2016-07-10,Spanish,1
2016-07-10,French,1
2016-07-10,English,1
2016-07-09,German,1
2016-07-09,Italian,1
2016-07-07,Norwegian,1
2016-07-06,Portuguese,1
2016-07-06,Dutch,1
2016-07-05,Spanish,2
2016-07-05,Italian,1
2016-07-05,English,2
2016-07-04,Spanish,2
2016-07-04,German,1
2016-07-04,French,1
2016-07-03,Italian,2
2016-07-02,Spanish,1
2016-07-02,English,1
2016-06-30,Spanish,1
2016-06-29,Italian,1
2016-06-29,French,1
2016-06-28,Indonesian,1
2016-06-27,Russian,1
2016-06-27,Polish,1
2016-06-27,English,1
2016-06-26,Norwegian,1
2016-06-26,German,1
2016-06-26,English,1
2016-06-24,Spanish,2
2016-06-23,Finnish,1
2016-06-23,English,2
2016-06-22,English,1
2016-06-21,Spanish,1
2016-06-21,Danish,1
2016-06-21,French,1
2016-06-21,English,1
2016-06-20,Portuguese,1
2016-06-20,English,1
2016-06-19,Spanish,1
2016-06-19,German,2
2016-06-19,Japanese,1
2016-06-19,English,1
2016-06-18,Indonesian,1
2016-06-17,English,2
2016-06-16,Spanish,1
2016-06-16,Russian,1
2016-06-16,German,1
2016-06-16,Italian,1
2016-06-16,English,1
2016-06-15,Swedish,1
2016-06-15,Portuguese,1
2016-06-14,Polish,1
2016-06-14,German,1
2016-06-14,English,1
2016-06-13,French,1
2016-06-13,English,1
2016-06-12,Italian,1
2016-06-12,English,1
2016-06-11,Italian,2
2016-06-11,English,1
2016-06-10,Turkish,1
2016-06-10,Romanian,1
2016-06-10,English,2
2016-06-09,German,1
2016-06-09,English,1
2016-06-08,Russian,1
2016-06-08,German,1
2016-06-08,English,1
2016-06-07,English,1
2016-06-06,French,1
2016-06-06,English,3
2016-06-05,Russian,2
2016-06-05,English,2
2016-06-04,English,1
2016-06-03,Dutch,1
2016-06-03,English,1
2016-06-02,Russian,1
2016-06-02,English,3
2016-06-01,Catalan,1
2016-05-31,German,2
2016-05-31,French,1
2016-05-31,English,1
2016-05-30,Spanish,1
2016-05-30,Russian,1
2016-05-30,Portuguese,1
2016-05-30,English,2
2016-05-29,English,1
2016-05-28,Italian,1
2016-05-28,English,2
2016-05-27,Polish,1
2016-05-27,English,2
2016-05-26,Portuguese,1
2016-05-26,English,1
2016-05-25,Russian,1
2016-05-25,German,1
2016-05-25,Italian,1
2016-05-24,Spanish,1
2016-05-24,English,1
2016-05-23,Indonesian,1
2016-05-23,English,2
2016-05-22,French,1
2016-05-22,English,2
2016-05-20,Slovenian,1
2016-05-20,Portuguese,1
2016-05-20,German,1
2016-05-20,Italian,1
2016-05-19,Czech,1
2016-05-18,Spanish,1
2016-05-18,Czech,1
2016-05-17,Spanish,1
2016-05-17,German,2
2016-05-17,English,1
2016-05-16,German,1
2016-05-16,French,1
2016-05-15,Slovak,1
2016-05-15,Portuguese,1
2016-05-15,English,2
2016-05-14,English,1
2016-05-12,Russian,1
2016-05-12,English,2
2016-05-11,Portuguese,1
2016-05-10,Vietnamese,1
2016-05-10,German,1
2016-05-10,Italian,1
2016-05-10,English,1
2016-05-09,Spanish,1
2016-05-09,Portuguese,3
2016-05-09,Polish,1
2016-05-09,French,1
2016-05-08,Russian,1
2016-05-08,English,1
2016-05-07,Russian,1
2016-05-07,Norwegian,1
2016-05-07,English,1
2016-05-06,German,1
2016-05-05,Polish,1
2016-05-04,Spanish,1
2016-05-03,Spanish,1
2016-05-03,French,1
2016-05-03,English,3
2016-05-02,Russian,2
2016-05-02,Hungarian,1
2016-05-02,German,1
2016-05-01,Spanish,1
2016-05-01,English,2
2016-04-28,Indonesian,1
2016-04-28,German,1
2016-04-28,French,1
2016-04-27,Russian,1
2016-04-27,Portuguese,1
2016-04-27,English,1
2016-04-26,English,1
2016-04-25,French,1
2016-04-24,German,1
2016-04-23,Swedish,1
2016-04-23,Spanish,1
2016-04-23,Italian,2
2016-04-23,French,1
2016-04-22,Portuguese,1
2016-04-22,Dutch,1
2016-04-22,English,3
2016-04-21,Spanish,1
2016-04-21,German,1
2016-04-20,English,1
2016-04-19,English,1
2016-04-16,Polish,1
2016-04-16,Italian,2
2016-04-16,English,1
2016-04-15,Thai,1
2016-04-15,Spanish,1
2016-04-15,Russian,1
2016-04-15,English,2
2016-04-14,Polish,1
2016-04-13,Polish,1
2016-04-13,Catalan,1
2016-04-13,English,1
2016-04-12,English,4
2016-04-11,Russian,1
2016-04-11,German,1
2016-04-11,French,1
2016-04-11,English,1
2016-04-10,Romanian,1
2016-04-10,German,2
2016-04-09,German,2
2016-04-08,Indonesian,1
2016-04-08,English,1
2016-04-07,Ukrainian,1
2016-04-07,Spanish,1
2016-04-07,Russian,1
2016-04-07,Portuguese,1
2016-04-07,Italian,1
2016-04-06,Spanish,1
2016-04-06,Portuguese,1
2016-04-05,Portuguese,1
2016-04-05,Greek,1
2016-04-05,English,1
2016-04-04,Portuguese,1
2016-04-04,French,1
2016-04-03,Italian,1
2016-04-03,English,1
2016-04-02,Turkish,1
2016-04-02,Portuguese,1
2016-04-02,Indonesian,1
2016-04-02,French,1
2016-04-01,Spanish,1
2016-04-01,Italian,1
2016-03-30,Russian,1
2016-03-30,Italian,1
2016-03-29,Spanish,2
2016-03-29,English,5
2016-03-28,Spanish,1
2016-03-28,Italian,1
2016-03-28,English,1
2016-03-27,Russian,1
2016-03-27,Italian,3
2016-03-27,English,3
2016-03-26,French,1
2016-03-26,English,3
2016-03-25,German,1
2016-03-24,Italian,1
2016-03-24,English,1
2016-03-23,Portuguese,1
2016-03-23,Italian,1
2016-03-23,English,2
2016-03-22,Japanese,1
2016-03-21,German,1
2016-03-21,French,1
2016-03-21,English,1
2016-03-20,Polish,1
2016-03-19,Spanish,1
2016-03-19,French,1
2016-03-18,Spanish,2
2016-03-18,French,1
2016-03-17,Catalan,1
2016-03-17,Italian,1
2016-03-17,French,1
2016-03-17,English,1
2016-03-16,English,2
2016-03-15,French,1
2016-03-15,English,1
2016-03-14,Spanish,1
2016-03-13,Portuguese,1
2016-03-13,German,1
2016-03-12,Russian,1
2016-03-12,Italian,1
2016-03-12,Dutch,1
2016-03-12,English,2
2016-03-11,Portuguese,1
2016-03-11,Italian,1
2016-03-10,Spanish,1
2016-03-10,German,1
2016-03-10,Italian,1
2016-03-09,German,1
2016-03-09,Italian,1
2016-03-08,Spanish,1
2016-03-08,English,1
2016-03-07,Polish,1
2016-03-07,German,1
2016-03-07,English,2
2016-03-06,Italian,1
2016-03-06,English,1
2016-03-05,Thai,1
2016-03-05,Italian,1
2016-03-04,German,1
2016-03-04,Italian,2
2016-03-04,French,1
2016-03-04,English,2
2016-03-03,Ukrainian,1
2016-03-03,Indonesian,1
2016-03-03,English,1
2016-03-02,German,2
2016-03-02,Italian,1
2016-03-02,English,2
2016-03-01,English,1
2016-02-29,Portuguese,1
2016-02-29,French,1
2016-02-29,Korean,1
2016-02-29,English,2
2016-02-28,English,2
2016-02-27,German,2
2016-02-27,Italian,1
2016-02-27,English,2
2016-02-26,Italian,1
2016-02-26,English,1
2016-02-25,Russian,1
2016-02-25,Japanese,1
2016-02-24,Russian,1
2016-02-24,Polish,1
2016-02-23,Spanish,1
2016-02-23,Portuguese,1
2016-02-23,Italian,1
2016-02-23,Japanese,1
2016-02-23,English,1
2016-02-22,Spanish,1
2016-02-22,Romanian,1
2016-02-22,Finnish,1
2016-02-22,Danish,1
2016-02-22,Chinese (Traditional),1
2016-02-22,Italian,1
2016-02-22,English,1
2016-02-21,Spanish,2
2016-02-21,Dutch,1
2016-02-20,German,1
2016-02-19,Italian,1
2016-02-18,Russian,1
2016-02-18,German,1
2016-02-18,English,1
2016-02-17,Russian,2
2016-02-17,Portuguese,1
2016-02-17,Polish,1
2016-02-17,Italian,1
2016-02-16,Russian,1
2016-02-16,Danish,1
2016-02-16,Catalan,1
2016-02-16,English,1
2016-02-15,Russian,1
2016-02-15,Indonesian,1
2016-02-15,German,1
2016-02-15,French,1
2016-02-15,English,2
2016-02-14,English,1
2016-02-13,Spanish,1
2016-02-12,Italian,1
2016-02-12,English,2
2016-02-11,German,1
2016-02-11,English,2
2016-02-10,Italian,1
2016-02-10,English,3
2016-02-09,Portuguese,1
2016-02-09,German,1
2016-02-09,Estonian,1
2016-02-09,Italian,1
2016-02-09,English,1
2016-02-08,German,1
2016-02-08,English,2
2016-02-07,Spanish,1
2016-02-07,Russian,1
2016-02-07,English,2
2016-02-06,English,2
2016-02-05,Lithuanian,1
2016-02-05,German,1
2016-02-05,Italian,1
2016-02-04,German,1
2016-02-03,Italian,1
2016-02-03,French,1
2016-02-02,Spanish,2
2016-02-02,English,1
2016-02-01,Spanish,1
2016-02-01,German,1
2016-02-01,Italian,2
2016-02-01,English,3
2016-01-31,Russian,1
2016-01-31,English,1
2016-01-30,Romanian,1
2016-01-30,Indonesian,1
2016-01-30,Italian,1
2016-01-30,English,1
2016-01-29,Spanish,1
2016-01-29,Russian,1
2016-01-29,Greek,1
2016-01-29,English,3
2016-01-28,German,2
2016-01-27,English,1
2016-01-26,Spanish,1
2016-01-26,Czech,1
2016-01-26,English,2
2016-01-25,Slovak,1
2016-01-25,Czech,1
2016-01-24,French,1
2016-01-24,English,1
2016-01-23,Portuguese,1
2016-01-23,French,1
2016-01-23,English,1
2016-01-22,Italian,1
2016-01-22,English,1
2016-01-21,Thai,1
2016-01-21,Spanish,1
2016-01-21,Romanian,1
2016-01-21,English,3
2016-01-20,German,1
2016-01-20,English,1
2016-01-19,English,1
2016-01-18,Spanish,1
2016-01-18,Slovak,1
2016-01-18,Czech,1
2016-01-18,Italian,1
2016-01-18,English,1
2016-01-17,Russian,1
2016-01-17,Italian,1
2016-01-17,Greek,1
2016-01-17,English,3
2016-01-16,Dutch,1
2016-01-15,Dutch,1
2016-01-15,English,2
2016-01-14,Indonesian,1
2016-01-13,Croatian,1
2016-01-13,English,4
2016-01-12,German,2
2016-01-12,French,2
2016-01-11,Portuguese,1
2016-01-11,German,1
2016-01-11,Italian,1
2016-01-11,Japanese,1
2016-01-11,English,4
2016-01-10,Spanish,2
2016-01-10,Italian,1
2016-01-09,Spanish,1
2016-01-09,German,1
2016-01-08,Polish,1
2016-01-08,English,1
2016-01-07,English,2
2016-01-06,Swedish,1
2016-01-06,English,1
2016-01-05,Spanish,1
2016-01-04,Polish,1
2016-01-02,Portuguese,1
2016-01-02,German,1
2016-01-02,Croatian,1
2016-01-02,Italian,1
2016-01-01,Portuguese,1
2016-01-01,Italian,1
2015-12-31,Italian,1
2015-12-31,French,1
2015-12-31,English,1
2015-12-29,Spanish,1
2015-12-29,French,1
2015-12-29,Dutch,1
2015-12-28,English,1
2015-12-27,English,1
2015-12-26,Spanish,1
2015-12-26,German,1
2015-12-26,Italian,1
2015-12-26,English,2
2015-12-25,English,1
2015-12-24,German,1
2015-12-24,French,1
2015-12-24,English,1
2015-12-23,Polish,1
2015-12-23,Italian,1
2015-12-23,English,1
2015-12-22,Spanish,1
2015-12-22,Indonesian,1
2015-12-22,English,2
2015-12-21,Russian,2
2015-12-21,Portuguese,1
2015-12-21,Chinese (Traditional),1
2015-12-21,English,1
2015-12-20,English,1
2015-12-19,Spanish,1
2015-12-18,German,1
2015-12-18,Italian,1
2015-12-18,French,1
2015-12-17,French,1
2015-12-17,English,3
2015-12-16,Portuguese,1
2015-12-16,English,1
2015-12-15,Japanese,1
2015-12-15,English,2
2015-12-13,Spanish,1
2015-12-12,Portuguese,1
2015-12-12,English,1
2015-12-11,German,1
2015-12-11,French,2
2015-12-10,Portuguese,1
2015-12-09,Spanish,1
2015-12-09,French,1
2015-12-09,English,1
2015-12-08,Swedish,1
2015-12-08,German,1
2015-12-08,Italian,1
2015-12-08,Dutch,1
2015-12-08,English,3
2015-12-07,French,1
2015-12-07,Japanese,1
2015-12-07,English,1
2015-12-06,German,2
2015-12-06,Italian,1
2015-12-06,English,1
2015-12-05,Slovak,1
2015-12-05,French,1
2015-12-05,English,1
2015-12-04,English,1
2015-12-03,Spanish,1
2015-12-03,Lithuanian,1
2015-12-03,Indonesian,1
2015-12-03,German,1
2015-12-03,French,2
2015-12-03,English,1
2015-12-02,English,2
2015-12-01,Swedish,1
2015-12-01,Polish,1
2015-11-30,French,1
2015-11-30,English,1
2015-11-29,Hungarian,1
2015-11-29,German,1
2015-11-27,French,3
2015-11-27,English,2
2015-11-26,Italian,1
2015-11-26,English,1
2015-11-25,Italian,1
2015-11-25,English,1
2015-11-24,German,1
2015-11-23,German,1
2015-11-23,Finnish,1
2015-11-23,Italian,1
2015-11-23,English,1
2015-11-22,Indonesian,1
2015-11-22,French,1
2015-11-22,English,2
2015-11-20,Italian,1
2015-11-19,Spanish,1
2015-11-19,Italian,1
2015-11-18,Polish,1
2015-11-18,French,1
2015-11-18,Japanese,1
2015-11-16,Spanish,1
2015-11-16,Polish,1
2015-11-15,English,1
2015-11-14,Turkish,1
2015-11-14,Polish,1
2015-11-14,Italian,1
2015-11-13,Portuguese,1
2015-11-13,Dutch,1
2015-11-12,English,4
2015-11-11,Slovak,2
2015-11-11,Russian,1
2015-11-11,Portuguese,1
2015-11-11,French,1
2015-11-11,English,1
2015-11-10,Spanish,1
2015-11-09,German,2
2015-11-09,Dutch,1
2015-11-08,Portuguese,1
2015-11-08,French,1
2015-11-08,English,2
2015-11-07,English,1
2015-11-06,Japanese,1
2015-11-06,English,3
2015-11-05,Spanish,1
2015-11-05,Polish,1
2015-11-05,German,1
