Date,Language,Count
2017-04-03,French,1
2017-03-02,Indonesian,1
2017-01-26,French,1
2017-01-17,Indonesian,1
2017-01-09,English,1
2016-11-28,Portuguese,1
2016-11-24,French,1
2016-11-02,English,1
2016-10-28,French,1
2016-08-30,Russian,1
2016-05-30,Russian,1
2016-05-14,Polish,1
2016-03-28,Turkish,1
2016-03-08,Slovak,1
2015-11-28,Ukrainian,1
2015-11-14,Russian,1
2015-11-13,Spanish,1
2015-09-25,Thai,1
2015-05-09,Portuguese,1
2014-11-30,English,1
2014-11-25,French,1
2014-11-23,English,1
